Sample;Density;ModulusOfElasticity;PoissonsRatio
Schott SF4 Glass;4.79;56.0;0.241
Schott SF5 Glass;4.07;56.0;0.233
Schott SF6 Glass;5.18;55.0;0.244
Schott SF6HT Glass;5.18;55.0;0.244
Schott SF10 Glass;4.28;64.0;0.232
Schott SF56A Glass;4.92;57.0;0.239
Schott SF57 Glass;5.51;54.0;0.248
Schott SF57HHT Glass;5.51;54.0;0.248
Schott N-KZFS4 Glass;3.0;78.0;0.241
Schott N-KZFS5 Glass;3.04;89.0;0.243
Schott N-KZFS8 Glass;3.2;103.0;0.248
712-3 Nextrema Tinted Glass Ceramic/SCHOTT;2.55;92.0;0.25
724-3 Nextrema Transparent Glass Ceramic/SCHOTT;2.54;93.0;0.25
Schott Glass 8095 Lead Glass;3.01;60.0;0.22
Schott Glass 8240 Alkaline Earth Aluminosilicate Glass;2.67;83.0;0.23
Schott Glass 8241 Alkaline Earth Aluminosilicate Glass;2.67;83.0;0.23
Schott Glass 8245 Borosilicate Glass;2.31;68.0;0.22
Schott Glass 8250 Borosilicate Glass;2.28;64.0;0.21
Schott Glass 8252 Alkaline Earth Aluminosilicate Glass;2.63;81.0;0.24
Schott Glass 8253 Alkaline Earth Aluminosilicate Glass;2.67;83.0;0.23
Schott Glass 8270 Borosilicate Glass;2.27;64.0;0.21
Schott Glass 8271 Borosilicate Glass;2.32;60.0;0.21
Schott Glass 8337B Borosilicate Glass;2.22;51.0;0.22
Schott Glass 8360 Lead-Free Soft Glass;2.66;85.0;0.24
Schott Glass 8405 UV-transmitting Glass;2.51;65.0;0.21
Schott Glass 8531 Soft Glass;4.31;52.0;0.24
Schott Glass 8532 Soft Glass;4.46;56.0;0.24
Schott Glass 8650 Sealing Glass;3.57;62.0;0.23
Schott Glass 8651 Sealing Glass;2.91;59.0;0.24
Schott Glass 8652 Sealing Glass;3.18;58.0;0.25
Schott AF 45 Thin Borosilicate Glass;2.72;66.0;0.235
Schott D 263 Thin Borosilicate Glass;2.51;72.9;0.208
Schott BAFN6 5899485.317, Optical Glass;3.17;77.0;0.234
Schott BK7G18 520636.252, Optical Glass;2.52;82.0;0.205
Schott F2G12 621366.360, Optical Glass;3.6;58.0;0.22
Schott FK3 464658.227, Optical Glass;2.27;46.0;0.243
Schott K5G20 523568.259, Optical Glass;2.59;68.0;0.222
Schott LF5G15 584408.322, Optical Glass;3.22;60.0;0.228
Schott LF5G19 597399.330, Optical Glass;3.3;56.0;0.242
Schott N-BAF3 583466.297, Optical Glass;2.79;82.0;0.226
Schott N-SF19 667331.290, Optical Glass;2.9;88.0;0.231
Schott N-SF64 706302.299, Optical Glass;2.99;88.0;0.245
Schott SF57HT 847238.551, Optical Glass;5.51;54.0;0.248
Schott SFL57 847236.355, Optical Glass;3.55;97.0;0.216
Schott FK5HTi 487705.245, Glass;2.45;62.0;0.232
Schott N-BK7HT 517642.251, Optical Glass;2.51;82.0;0.206
Schott N-BK7HTi 517642.251, Optical Glass;2.51;82.0;0.206
Schott P-BK7 516641.243, Optical Glass;2.43;85.0;0.202
Schott N-BAK4HT 569560.305, Optical Glass;3.05;77.0;0.24
Schott P-SK57Q1 586595.301, Optical Glass;3.01;93.0;0.249
Schott P-SK58A 589612.297, Optical Glass;2.97;97.0;0.245
Schott LLF1HTi 548459.294, Optical Glass;2.94;60.0;0.208
Schott LF5HTi 581409.322, Optical Glass;3.22;59.0;0.223
Schott SF11 785258.474, Optical Glass;4.74;66.0;0.235
Schott SF57HTultra 847238.551, Optical Glass;5.51;54.0;0.248
Schott N-KZFS4HT 613445.300, Optical Glass;3.0;78.0;0.241
Schott S7010N Plassive Glasses Laser Cavity Material;2.83;78.0;0.247
Schott S7005 Plassive Glasses Laser Cavity Material;2.83;78.0;0.247
Schott S7000 Plassive Glasses Laser Cavity Material;2.83;78.0;0.247
Schott APG-1 Phosphate Laser Glass;2.63;70.0;0.238
Schott IRG 22 Infrared Chalcogenide Glass;4.41;21.5;0.209
Schott IRG 23 Infrared Chalcogenide Glass;4.84;22.0;0.237
Schott IRG 24 Infrared Chalcogenide Glass;4.47;20.5;0.209
Schott IOG-1 Phosphate Laser Glass;2.74;61.2;0.24
Schott IOG-10 Phosphate Laser Glass;2.71;71.0;0.24
Schott LG-680 Silicate Laser Glass;2.54;90.1;0.242
Schott ZERODUR Glass Ceramic;2.53;90.3;0.24
Schott ZERODUR K20 Glass Ceramic;2.53;84.7;0.25
Tokuyama Shapal™ SH-15 Sintered Aluminum Nitride;3.33;322.0;0.24
Tokuyama Shapal™ SH-50 Sintered Aluminum Nitride;3.24;320.0;0.24
Thermal Transfer Composites PRIMEX™ MCX-693™ Aluminum Silicon Carbide Composite, Reinforced;2.98;255.0;0.24
Thermal Transfer Composites PRIMEX™ MCX-703™ Aluminum Silicon Carbide Composite, Reinforced;3.0;240.0;0.23
Thermal Transfer Composites PRIMEX™ MCX724™ Aluminum Silicon Carbide Composite, Reinforced;2.94;235.0;0.23
Thermal Transfer Composites PRIMEX ULTRA™ MCT-587™ Aluminum Silicon Carbide Composite, Reinforced;3.01;270.0;0.23
Thermal Transfer Composites PRIMEX ULTRA™ MCT-487™ Aluminum Silicon Carbide Composite, Reinforced;3.1;342.0;0.23
CoorsTek Zirconia-Toughened Alumina, ZTA;4.05;360.0;0.23
CoorsTek Yttria Partially Stabilized Zirconia, YTZP, Sintered;6.02;210.0;0.23
CoorsTek UltraSiC™ SC-30 Direct Sintered Silicon Carbide;3.15;410.0;0.21
CoorsTek Pure SiC™ HR CVD Silicon Carbide, > 99.9995%;3.21;462.0;0.21
CoorsTek Pure SiC™ LR CVD Silicon Carbide, > 99.9995%;3.21;434.0;0.21
CoorsTek YTZP Yttria Partially Stabilized Zirconia, Hipped;6.07;210.0;0.23
Ohara L-BAL42P Low Softening Temperature Optical Glass;3.05;891.0;0.247
Ohara S-NBH52V Optical Glass;3.01;963.0;0.246
Ohara S-NBH53V Optical Glass;3.19;1030.0;0.237
Ohara S-NBH58 Optical Glass;3.33;1050.0;0.244
Ohara S-NPH 1W Optical Glass;3.29;893.0;0.25
Ohara Clearceram-Z Ultra Low Expansion Glass Ceramic;2.55;90.0;0.25
Ohara Clearceram-Z HS Ultra Low Expansion Glass Ceramic;2.55;92.0;0.25
Ohara BAL15Y i-Line Optical Glass;2.9;78.3;0.236
Ohara BAL35Y i-Line Optical Glass;3.23;88.1;0.244
Ohara BSL7Y i-Line Optical Glass;2.5;81.1;0.207
Ohara L-BAL42 Low Tg Optical Glass;3.05;89.1;0.247
Ohara L-BAL43 Low Tg Optical Glass;3.05;90.4;0.25
Ohara L-BSL 7 Low Tg Optical Glass;2.38;79.3;0.214
Ohara L-NBH54 Low Tg Optical Glass;3.64;109.0;0.205
Ohara PBL1Y i-Line Optical Glass;2.95;61.3;0.217
Ohara PBL25Y i-Line Optical Glass;3.23;58.5;0.219
Ohara PBL26Y i-Line Optical Glass;3.1;58.9;0.22
Ohara PBL35Y i-Line Optical Glass;3.27;59.6;0.217
Ohara PBL6Y i-Line Optical Glass;2.79;60.5;0.205
Ohara PBM18Y i-Line Optical Glass;3.37;59.8;0.223
Ohara PBM2Y i-Line Optical Glass;3.61;57.1;0.223
Ohara PBM8Y i-Line Optical Glass;3.36;58.8;0.222
Ohara S-BAH28 Optical Glass;3.67;91.1;0.213
Ohara S-BAL 2 Optical Glass;2.89;72.7;0.245
Ohara S-BAL 3 Optical Glass;2.98;71.9;0.249
Ohara S-BAL11 Optical Glass;3.02;81.9;0.237
Ohara S-BAL14 Optical Glass;2.89;81.1;0.24
Ohara S-BAL35 Optical Glass;3.31;83.2;0.25
Ohara S-BAL41 Optical Glass;2.78;89.0;0.242
Ohara S-BAL42 Optical Glass;3.19;84.7;0.246
Ohara S-BAM 3 Optical Glass;2.75;77.1;0.242
Ohara S-BAM 4 Optical Glass;2.91;76.2;0.244
Ohara S-BSL 7 Optical Glass;2.52;80.0;0.205
Ohara S-FSL 5 Optical Glass;2.46;62.3;0.227
Ohara S-FSL5Y i-Line Optical Glass;2.46;62.2;0.229
Ohara S-FTM16 Optical Glass;2.64;65.3;0.238
Ohara S-LAH88 Optical Glass;4.74;114.0;0.242
Ohara S-NBH 5 Optical Glass;3.02;90.2;0.248
Ohara S-NBH 8 Optical Glass;3.19;102.0;0.25
Ohara S-NBH52 Optical Glass;3.09;97.9;0.236
Ohara S-NBH53 Optical Glass;3.28;103.0;0.236
Ohara S-NBH56 Optical Glass;3.49;107.0;0.249
Ohara S-NBM51 Optical Glass;2.93;81.7;0.243
Ohara S-NPH 1 Optical Glass;3.29;89.3;0.25
Ohara S-NPH 2 Optical Glass;3.58;99.1;0.249
Ohara S-NPH 3 Optical Glass;3.59;102.0;0.243
Ohara S-NSL 3 Optical Glass;2.48;70.0;0.217
Ohara S-TIH 1 Optical Glass;3.06;88.4;0.247
Ohara S-TIH10 Optical Glass;3.06;102.0;0.243
Ohara S-TIH13 Optical Glass;3.1;89.9;0.249
Ohara S-TIH18 Optical Glass;3.07;89.1;0.248
Ohara S-TIL 1 Optical Glass;2.54;70.5;0.222
Ohara S-TIL 2 Optical Glass;2.52;69.9;0.22
Ohara S-TIL25 Optical Glass;2.59;75.3;0.22
Ohara S-TIL26 Optical Glass;2.57;73.9;0.222
Ohara S-TIL27 Optical Glass;2.58;74.9;0.217
Ohara S-TIM 1 Optical Glass;2.71;78.6;0.234
Ohara S-TIM 2 Optical Glass;2.69;77.6;0.23
Ohara S-TIM 3 Optical Glass;2.67;77.9;0.229
Ohara S-TIM 5 Optical Glass;2.63;76.3;0.233
Ohara S-TIM 8 Optical Glass;2.63;75.0;0.231
Ohara S-TIM22 Optical Glass;2.79;79.8;0.238
Ohara S-TIM25 Optical Glass;2.91;84.1;0.236
Ohara S-TIM27 Optical Glass;2.76;79.3;0.236
Ohara S-TIM28 Optical Glass;2.98;85.5;0.242
Ohara S-TIM35 Optical Glass;2.96;87.5;0.238
Ohara S-TIM39 Optical Glass;2.92;81.7;0.246
Zirconia, transformation toughened, magnesia-stabilized;5.75;200.0;0.22
Aluminum - SiC Metal Matrix Composite;2.85;150.0;0.26
Copper-Nickel, Chromium Bearing, UNS C72200;8.94;135.0;0.23
ASTM A897/A897M-06 Grade 750 (110-70-11) Austempered Ductile Iron;7.1;166.5;0.25
Austempered Ductile Iron 125-80-10 (Obsolete with ASTM A897/A897M-06);7.1;166.5;0.25
ASTM A897/A897M-06 Grade 1 (130-90-09) Austempered Ductile Iron;7.09;166.5;0.25
ASTM A897 Grade 2 (150-100-07 or 150-110-7) Austempered Ductile Iron;7.09;164.0;0.25
ASTM A897 Grade 3 (175-125-04) Austempered Ductile Iron;7.08;162.5;0.25
ASTM A897 Grade 4 (200-155-01 or 200-155-02) Austempered Ductile Iron;7.07;160.5;0.25
ASTM A897 Grade 5 (230-185-00 or 230-185-01) Austempered Ductile Iron;7.06;159.0;0.25
302 Stainless Steel, 25% hardened strip;7.86;193.0;0.25
302 Stainless Steel, after cold work;7.86;193.0;0.25
302 Stainless Steel, 0% cold reduction;7.86;193.0;0.25
302 Stainless Steel, 10% cold reduction;7.86;193.0;0.25
302 Stainless Steel, 20% cold reduction;7.86;193.0;0.25
302 Stainless Steel, 30% cold reduction;7.86;193.0;0.25
302 Stainless Steel, 40% cold reduction;7.86;193.0;0.25
302 Stainless Steel, 50% cold reduction;7.86;193.0;0.25
302 Stainless Steel, 60% cold reduction;7.86;193.0;0.25
303 Stainless Steel, cold drawn bar;8.0;193.0;0.25
303 Stainless Steel, Cold worked wire;8.0;193.0;0.25
303 SE Stainless Steel, cold drawn, bar;8.0;193.0;0.25
420 Stainless Steel;7.8;200.0;0.24
420 Stainless Steel, soft bright tempered;7.8;200.0;0.24
420 Stainless Steel, hardened and tempered bar;7.8;200.0;0.24
44 LN Duplex Stainless Steel (UNS S31200);7.8;196.0;0.27
7-Mo Plus Duplex Stainless Steel (UNS S32950);7.8;196.0;0.27
DP-3 Duplex Stainless Steel (UNS S31260);7.8;196.0;0.27
Steels, General Properties;7.9;200.0;0.25
ASTM A283 Steel, grade A;7.8;200.0;0.25
AK Steel 301 Austenitic Stainless steel;7.88;193.0;0.24
AK Steel 304 Austenitic Stainless steel;8.03;193.0;0.24
AK Steel 304L Austenitic Stainless steel;8.03;193.0;0.24
AK Steel 316 Austenitic Stainless steel;7.99;193.0;0.25
AK Steel 316L Austenitic Stainless steel;7.99;193.0;0.25
AK Steel 321 Austenitic Stainless steel;9.01;193.0;0.24
Carpenter Super Invar 32-5;8.14;145.0;0.23
Carpenter Micro-Melt HS-30 Alloy;8.23;207.0;0.25
Crucible Steel 422 Stainless Steel;7.78;205.0;0.23
Elgiloy Co-Cr-Ni Alloy, Strip;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 10% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 10% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 20% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 20% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 30% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 30% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 40% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 40% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 50% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 50% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 65% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 65% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 85% Cold Reduction;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Strip, 85% Cold Reduction, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, Heat Treated;8.3;190.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 10% Cold Reduction;8.3;186.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 10% Cold Reduction, Heat Treated;8.3;186.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 20% Cold Reduction;8.3;184.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 20% Cold Reduction, Heat Treated;8.3;189.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 30% Cold Reduction;8.3;177.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 30% Cold Reduction, Heat Treated;8.3;194.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 40% Cold Reduction;8.3;172.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 40% Cold Reduction, Heat Treated;8.3;194.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 47% Cold Reduction (Coil Spring Range);8.3;169.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 47% Cold Reduction (Coil Spring Range), Heat Treated;8.3;194.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 65% Cold Reduction;8.3;152.0;0.226
Elgiloy Co-Cr-Ni Alloy, Wire, 65% Cold Reduction, Heat Treated;8.3;194.0;0.226
Industeel URANUS S1 4 % Si, Austenitic Stainless Steel Resistant to Nitric Acid Solutions;7.7;200.0;0.22
M Cubed Technologies MMC-S55 Aluminum alloy-55% SiC Metal Matrix Composite;2.96;200.0;0.25
M Cubed Technologies ASC-701 Aluminum alloy-70% SiC Metal Matrix Composite;3.01;270.0;0.22
Meehanite GF-20 Flake Graphite Cast Iron;6.8;62.1;0.24
Plansee DENSIMET D170 Tungsten-Nickel-Iron Alloy;17.1;340.0;0.21
Plansee DENSIMET D176 Tungsten-Nickel-Iron Alloy;17.7;360.0;0.24
TIMET TIMETAL Code 12 Titanium Alloy (ASTM Grade 12);4.51;103.0;0.21
Ceramic Process Systems AlSiC-9, 63 vol% SiC;3.01;192.0;0.242
Sumitomo Bakelite Durez 31735 Phenolic, Compression Grade;1.43;6.9;0.24
Rogers Arlon CLTE-XT High Precision Ceramic PTFE;2.02;1.79;0.23
Rogers Arlon GenClad™ 280 Low Loss Thermoset Bond-Ply;1.35;4.62;0.25
Hexion Bakelite PF 1110 Phenolic Molding Compound;2.05;26.05;0.25
Styrolution Polystyrol 143 E GR 2 PS;1.04;3.3;0.22
Styrolution Polystyrol 143 E GR 21 PS;1.04;3.3;0.22
Styrolution Polystyrol 145 D PS;1.05;3.3;0.22
CIP Composites 100 Series Laminated Polymer Bearing Material;1.3;3.24;0.231
CRP Technology Windform FR1 Carbon Filled Flame Retardant Composite Polyamide for Additive Manufacturing;1.21;5.1;0.3
DuPont Performance Polymers Hytrel G4074 TPC-ET;1.18;0.055;0.25
DuPont Performance Polymers Vespel SCP-50094 Polyimide;1.44;6.49;0.25
Polygon Composites Polylube MRP Versatile high load, low friction composite bearings;1.87;16.14;0.32
Evonik Rohacell 51 S Self-Extinguishing Grade Polymethacrylimide (PMI) Foam;0.0521;0.05;0.25
Evonik Rohacell 71 WF High Heat Grade Polymethacrylimide (PMI) Foam;0.075;0.105;0.25
Evonik Rohacell 71 XT Extended Temperature Grade Polymethacrylimide (PMI) Foam;0.075;0.105;0.25
BASF Elastollan 1185A Polyether Type Polyurethane Elastomer;1.12;0.025;0.25
Specialty Materials 5521 Boron Epoxy Prepreg Tape;2.0;195.0;0.21
Specialty Materials 5505 Boron Epoxy Prepreg Tape;2.0;195.0;0.21
Hanwha Azdel Plus C507-B01 50% Chopped Fiber Mat / PP Resin Matrix (Mineral filled);1.3;9.2;0.234
Alfa Chemistry Materials Chromium single crystal disc, (110) orientation;7.18;279.0;0.21
Alfa Chemistry Materials Chromium single crystal disc, (111) orientation;7.18;279.0;0.21
Alfa Chemistry Materials Chromium single crystal, (100) orientation;7.18;279.0;0.21
Alfa Chemistry Materials Dysprosium Nanofoil;8.55;61.4;0.247
Alfa Chemistry Materials Dysprosium Nanoparticle Dispersion;8.55;61.4;0.247
Alfa Chemistry Materials Erbium Nanofoil;9.07;69.9;0.237
Alfa Chemistry Materials Ytterbium Nanofoil;6.9;23.9;0.207
Barium, Ba;3.66;12.8;0.28
Gadolinium, Gd;7.89;54.8;0.259
Iridium, Ir Cold-Drawn;22.6;524.0;0.26
Lanthanum, La;6.17;36.6;0.28
Lutetium, Lu;9.84;68.6;0.261
Promethium, Pm;7.26;50.0;0.28
Scandium, Sc;3.0;74.4;0.279
Silicon, Si;2.33;112.0;0.28
Samarium, Sm;7.54;49.7;0.274
Terbium, Tb;8.27;55.7;0.26
Thorium, Th;11.3;73.1;0.27
Tungsten, W;19.3;400.0;0.28
Tungsten, W, (drawn wire);19.3;400.0;0.28
Calcium Hydroxyapatite, Ca10(PO4)6(OH)2;3.13;10.0;0.27
Cordierite, 2MgO-2Al2O3-5SiO2;2.3;125.0;0.26
Silicon Nitride, HPSN;3.25;315.0;0.27
Calcium Lanthanum Sulfide, CaLa2S4;4.53;96.0;0.26
Magnéli-Phase 40 vol.-% Ti4O7/60 vol.-% Ti5O9;5.24;221.0;0.275
CeramTec 547 Cordierite (2MgO-2Al2O3-5SiO2);2.3;128.0;0.28
CeramTec SL 200 BG Silicon Nitride, Si3N4-Y2O3;3.21;310.0;0.26
CeramTec 192/193 Titania;4.0;228.0;0.27
CeramTec SL 200 ST Silicon Nitride, Si3N4-Y2O3;3.21;305.0;0.26
CeramTec ATZ Alumina Toughened Zirconia, Dental Grade;5.48;260.0;0.28
CeramTec 965 Toughened Alumina (Al2O3-ZrO2);4.2;344.0;0.26
CoorsTek SN 101C Silicon Nitride (Glass HIPped);3.21;310.0;0.27
CoorsTek NBD-200 Silicon Nitride (Glass HIPped);3.16;320.0;0.26
CoorsTek NT 154 High Temp Silicon Nitride (Glass HIPed);3.22;310.0;0.27
CoorsTek SN102 Sinter-HIP Silicon Nitride;3.23;290.0;0.27
CoorsTek EXYRA™ BULK YTTRIA Min. 99.9% Y2O3;4.95;170.0;0.28
CoorsTek Cercom PAD SPINEL Pressure Assisted Densification Spinel;3.58;275.0;0.26
CoorsTek PAD Si3N4 NSG Pressure Assisted Densification Nuclear Seal Grade;3.23;300.0;0.27
3M Techical Ceramics Ekasic S Silicon Nitride;3.24;300.0;0.28
3M Techical Ceramics Ekatherm Silicon Nitride;3.24;300.0;0.28
Ferro Aluminum Oxide P99;3.92;331.0;0.26
C-Glass Fiber, Generic;2.54;68.9;0.276
Mateck Germanium (Ge);5.33;129.5;0.278
Mateck Lithium Fluoride (LiF);2.6;115.2;0.27
Mateck Silicon (Si);2.33;18.9;0.266
Mateck Laser Grade Zinc Selenide, ZnSe CVD;5.27;70.3;0.28
Mateck Zinc Sulfide Cleartran (ZnS);4.09;74.5;0.28
Materion Thermalox 995 General Purpose 99.5% BeO;2.85;345.0;0.26
Materion BW 1000 High Strength 99.5% BeO;2.9;345.0;0.26
Materion BW 3250 High Thermal Conductivity 99.5% BeO;2.95;345.0;0.26
Materion Thermalox CR Crucible Material 99.7% BeO;2.85;345.0;0.26
Schott P-PK53 Glass;2.83;59.0;0.271
Schott N-BAK1 Glass;3.19;73.0;0.252
Schott N-SK2 Glass;3.55;78.0;0.263
Schott N-SK4 Glass;3.54;84.0;0.261
Schott N-SK5 Glass;3.3;84.0;0.256
Schott N-SK14 Glass;3.44;86.0;0.261
Schott N-SK16 Glass;3.58;89.0;0.264
Schott N-SSK2 Glass;3.53;82.0;0.261
Schott N-SSK5 Glass;3.71;88.0;0.278
Schott N-SSK8 Glass;3.27;84.0;0.251
Schott N-LAK7 Glass;3.84;90.0;0.277
Schott N-LAK21 Glass;3.74;91.0;0.272
Schott N-LAK22 Glass;3.77;90.0;0.266
Schott N-BAF10 Glass;3.75;89.0;0.271
Schott N-BAF51 Glass;3.33;91.0;0.262
Schott N-BASF64 Glass;3.2;105.0;0.264
Schott LAFN7 Glass;4.38;80.0;0.28
Schott N-LAF7 Glass;3.73;96.0;0.271
Schott N-SF4 Glass;3.15;90.0;0.256
Schott N-SF6 Glass;3.37;93.0;0.262
Schott N-SF6HT Glass;3.37;93.0;0.262
Schott N-SF10 Glass;3.05;87.0;0.252
Schott N-SF11 Glass;3.22;92.0;0.257
Schott N-SF14 Glass;3.12;88.0;0.259
Schott N-SF57 Glass;3.53;96.0;0.26
Schott N-SF57HT Glass;3.53;96.0;0.26
Schott N-SF66 Glass;4.0;95.0;0.259
Schott P-SF8 Glass;2.9;86.0;0.253
Schott KZFS12 Glass;3.84;66.0;0.279
Schott KZFSN5 Glass;3.46;65.0;0.275
Schott N-KZFS2 Glass;2.55;66.0;0.266
Schott N-KZFS11 Glass;3.2;79.0;0.251
Schott LITHOTEC-CAF2 Glass;3.18;76.0;0.26
712-6 Nextrema Translucent Blue-Grey Glass Ceramic/SCHOTT;2.51;86.0;0.26
712-8 Nextrema Opaque Grey Glass Ceramic/SCHOTT;2.52;84.0;0.26
724-5 Nextrema Translucent White Glass Ceramic/SCHOTT;2.5;85.0;0.26
724-8 Nextrema Opaque White Glass Ceramic/SCHOTT;2.54;86.0;0.26
Schott N-SF56 785261.328, Optical Glass;3.28;91.0;0.255
Schott N-SK10 623570.364, Optical Glass;3.64;81.0;0.266
Schott N-SK15 623580.362, Optical Glass;3.62;84.0;0.265
Schott SFL6 805254.337, Optical Glass;3.37;93.0;0.26
Schott N-SK2HT 607567.355, Optical Glass;3.55;78.0;0.263
Schott P-SK60 610579.308, Optical Glass;3.08;99.0;0.253
Schott N-SF6HTultra 805254.337, Optical Glass;3.37;93.0;0.262
Schott N-SF57HTultra 847238.353, Optical Glass;3.53;96.0;0.26
Schott P-SF68 005210.619, Optical Glass;6.19;79.0;0.275
Schott P-SF69 723292.293, Optical Glass;2.93;96.0;0.251
Schott N-KZFS11 638424.320, Optical Glass;3.2;79.0;0.251
Schott IRC-1 Zinc Sulfide Broadband Infrared Ceramic;4.08;74.0;0.27
Schott IOG-2 Phosphate Laser Glass;2.72;54.0;0.27
Schott LG-750 Phosphate Laser Glass;2.83;50.1;0.256
Schott LG-760 Phosphate Laser Glass;2.6;53.7;0.267
Schott LG-770 Phosphate Laser Glass;2.59;47.3;0.253
Schott LG-940 Phosphate Laser Glass;3.04;57.6;0.26
Thermal Transfer Composites PRIMEX Cast™ MCX-1195™ Aluminum Silicon Carbide Composite, Reinforced;2.87;151.0;0.28
Ohara L-BAL35P Low Softening Temperature Optical Glass;2.82;1010.0;0.252
Ohara L-TIM28P Low Softening Temperature Optical Glass;2.88;845.0;0.254
Ohara S-LAH60V Optical Glass;4.43;1110.0;0.253
Ohara S-LAL 7Q Optical Glass;3.24;1110.0;0.28
Ohara S-NPH 7 Optical Glass;3.3;753.0;0.269
Ohara BSM51Y i-Line Optical Glass;3.36;90.1;0.256
Ohara L-BAL35 Low Tg Optical Glass;2.82;101.0;0.252
Ohara L-BBH1 Low Tg Optical Glass;6.57;68.8;0.268
Ohara L-BBH2 Low Tg Optical Glass;6.74;75.0;0.269
Ohara L-LAL12 Low Tg Optical Glass;3.48;110.0;0.28
Ohara L-LAM69 Low Tg Optical Glass;3.24;113.0;0.273
Ohara L-PHL1 Low Tg Optical Glass;3.18;68.9;0.28
Ohara L-PHL2 Low Tg Optical Glass;3.03;64.5;0.272
Ohara L-TIM28 Low Tg Optical Glass;2.88;84.5;0.254
Ohara S-BAH10 Optical Glass;3.48;96.2;0.273
Ohara S-BAH11 Optical Glass;3.59;92.9;0.274
Ohara S-BAH27 Optical Glass;3.67;93.6;0.272
Ohara S-BAH32 Optical Glass;3.26;90.4;0.26
Ohara S-BAM12 Optical Glass;3.18;90.4;0.253
Ohara S-BSM 2 Optical Glass;3.53;78.0;0.264
Ohara S-BSM 4 Optical Glass;3.57;81.6;0.265
Ohara S-BSM 9 Optical Glass;3.22;86.5;0.264
Ohara S-BSM10 Optical Glass;3.6;83.5;0.266
Ohara S-BSM14 Optical Glass;3.43;84.9;0.257
Ohara S-BSM15 Optical Glass;3.6;85.4;0.265
Ohara S-BSM16 Optical Glass;3.59;87.8;0.262
Ohara S-BSM18 Optical Glass;3.69;88.5;0.268
Ohara S-BSM22 Optical Glass;3.24;87.4;0.265
Ohara S-BSM25 Optical Glass;3.5;95.1;0.272
Ohara S-BSM28 Optical Glass;3.23;85.3;0.258
Ohara S-BSM71 Optical Glass;3.74;86.2;0.273
Ohara S-BSM81 Optical Glass;3.06;106.0;0.271
Ohara S-LAH55V Optical Glass;4.73;118.0;0.253
Ohara S-LAL 7 Optical Glass;3.73;95.8;0.271
Ohara S-LAL54 Optical Glass;3.82;87.7;0.277
Ohara S-LAL56 Optical Glass;3.85;91.1;0.28
Ohara S-LAM 7 Optical Glass;3.81;97.0;0.273
Ohara S-LAM51 Optical Glass;3.79;101.0;0.278
Ohara S-LAM52 Optical Glass;3.95;95.7;0.278
Ohara S-LAM58 Optical Glass;4.0;91.9;0.279
Ohara S-LAM59 Optical Glass;3.77;101.0;0.277
Ohara S-LAM66 Optical Glass;3.55;121.0;0.28
Ohara S-NBH51 Optical Glass;3.29;110.0;0.253
Ohara S-NBH55 Optical Glass;3.68;105.0;0.269
Ohara S-NBH57 Optical Glass;4.0;112.0;0.275
Ohara S-NPH 4 Optical Glass;3.61;94.5;0.254
Ohara S-NPH 5 Optical Glass;3.71;92.9;0.256
